id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
35873969,名侦探柯南：黑铁的鱼影,,https://dou.img.lithub.cc/movie/35873969.jpg,2023-12-16(中国大陆),https://movie.douban.com/subject/35873969/,6.5,"动作,动画,悬疑",,,,2024-04-14 14:19:59,2023 / 日本 / 动作 动画 悬疑 惊悚 犯罪 冒险 / 立川让 / 高山南 林原惠美
1306057,龙的传人,,https://dou.img.lithub.cc/movie/1306057.jpg,1991-03-07(中国香港),https://movie.douban.com/subject/1306057/,7.4,喜剧,,,,2024-04-13 21:01:19,1991 / 中国香港 / 喜剧 / 李修贤 / 周星驰 梁家仁
1306733,新精武门1991,,https://dou.img.lithub.cc/movie/1306733.jpg,1991-03-23(中国香港),https://movie.douban.com/subject/1306733/,7.4,"喜剧,动作",,,,2024-04-13 21:00:37,1991 / 中国香港 / 喜剧 动作 / 左颂升 / 周星驰 钟镇涛
1400665,济公,,https://dou.img.lithub.cc/movie/1400665.jpg,1993-07-29(中国香港),https://movie.douban.com/subject/1400665/,7.6,"喜剧,奇幻",,,,2024-04-13 21:00:16,1993 / 中国香港 / 喜剧 奇幻 / 杜琪峰 程小东 / 周星驰 张曼玉
1299745,破坏之王,,https://dou.img.lithub.cc/movie/1299745.jpg,1994-02-03(中国香港),https://movie.douban.com/subject/1299745/,7.9,"喜剧,动作",,,,2024-04-13 20:59:52,1994 / 中国香港 / 喜剧 动作 / 李力持 / 周星驰 吴孟达
25831874,太阳的后裔,,https://dou.img.lithub.cc/movie/25831874.jpg,2016-02-24(韩国),https://movie.douban.com/subject/25831874/,8.2,"剧情,爱情",,,,2024-04-13 12:57:00,2016 / 韩国 / 剧情 爱情 / 李应福 / 宋慧乔 宋仲基
25698722,来自星星的你,,https://dou.img.lithub.cc/movie/25698722.jpg,2013-12-18(韩国),https://movie.douban.com/subject/25698722/,8.5,爱情,,,,2024-04-10 14:15:27,2013 / 韩国 / 爱情 / 张太维 / 金秀贤 全智贤
33425578,爱的迫降,,https://dou.img.lithub.cc/movie/33425578.jpg,2019-12-14(韩国),https://movie.douban.com/subject/33425578/,8.3,"剧情,喜剧,爱情",,,,2024-04-06 21:32:10,2019 / 韩国 / 剧情 喜剧 爱情 / 李政孝 / 玄彬 孙艺珍
26972688,三流之路,,https://dou.img.lithub.cc/movie/26972688.jpg,2017-05-22(韩国),https://movie.douban.com/subject/26972688/,8.4,"剧情,喜剧,爱情",,,,2024-04-04 14:29:05,2017 / 韩国 / 剧情 喜剧 爱情 / 李娜静 / 朴叙俊 金智媛
26698897,唐人街探案2,,https://dou.img.lithub.cc/movie/26698897.jpg,2018-02-16(中国大陆),https://movie.douban.com/subject/26698897/,6.6,"喜剧,动作,悬疑",,,,2024-04-02 17:40:27,2018 / 中国大陆 / 喜剧 动作 悬疑 / 陈思诚 / 王宝强 刘昊然
